Utilization,Queueing Delay
0.1,0.0005215873663557797
0.2,0.001036084763526468
0.3,0.0017057670792160976
0.4,0.0026405645792072522
0.5,0.0042031636258454165
0.6,0.006904830007163751
0.7,0.009346927946282245
0.8,0.019659990285263475
0.9,0.03818631882129579
0.95,0.07087464535529671
0.97,0.1863975200401859
